,0,1,2,3,4,5,6,7,8
73,012750,에스원,73800.0,115000.0,94025.36704730832,6908.673110726877,81800.0,1.1494543648815199,0.03839956450892782
24,000810,삼성화재,126000.0,309000.0,251468.59706362154,40730.94437128977,184000.0,1.3666771579544648,0.0488157978920019
333,019680,대교,3075.0,11000.0,6802.190048939641,1715.6491827112065,4000.0,1.7005475122349103,0.05120171850345251
440,007980,태평양물산,1129.8912860872513,4659.285769159349,2939.1351011786655,677.965886864761,1860.0,1.5801801619240137,0.055723279113888434
304,115450,지트리비앤티,11850.0,47158.65882994249,23083.710136857615,7072.493318480808,11850.0,1.947992416612457,0.056101765163905325
15,033780,KT&G,63600.0,137000.0,100960.5220228385,13076.604728960565,80300.0,1.2572916814799315,0.057057929373476264
300,003920,남양유업,255000.0,944000.0,576877.6508972268,174377.60375675137,301500.0,1.9133587094435383,0.05714474057666435
157,000150,두산,26050.0,177326.55645617377,107671.7032776379,39168.602072308095,47700.0,2.2572684125290965,0.06287026860673936
318,002960,한국쉘석유,206000.0,501000.0,348681.48450244695,69572.77422986201,248000.0,1.4059737278324473,0.07392897921921447
469,007660,이수페타시스,1785.0,7070.0,4502.345024469821,813.4693065492226,3335.0,1.3500284930943989,0.07564064665591504
370,014620,성광벤드,4095.0,14150.0,9786.778140293638,1824.5274084560851,7170.0,1.3649620837229621,0.0757543985404454
349,071320,지역난방공사,26000.0,87400.0,58650.61174551387,14685.81731595851,37600.0,1.5598566953594113,0.07587215645655039
623,026040,제이에스티나,1390.0,14850.0,6173.917306052856,2911.0748391728257,2050.0,3.0116669785623684,0.078295498167481
537,078520,에이블씨엔씨,5790.0,21617.331544587025,12290.997439487648,3399.398864543153,7520.0,1.6344411488680384,0.08023647613931212
419,000850,화천기공,23950.0,62900.0,45178.1810766721,9273.250925626538,32250.0,1.400873831834794,0.0816381376800921
492,001130,대한제분,91500.0,240500.0,172052.2022838499,20186.106740777635,144000.0,1.1948069603045133,0.08231323498832832
589,225190,삼양옵틱스,7497.993599334172,19717.221358011237,13506.531682778163,3111.0031247505754,9230.0,1.4633295430962256,0.08462042652911517
428,004970,신라교역,6850.0,17800.0,13456.769983686787,2377.6596637965713,10200.0,1.3192911748712537,0.0853844041592276
231,086900,메디톡스,104900.0,807677.760613265,409819.29287960724,155972.19457056365,200000.0,2.049096464398036,0.08927463937154922
354,035000,지투알,3400.0,11600.0,7752.304241435563,1686.8243598048302,5500.0,1.4095098620791933,0.09089998266935201
236,009970,영원무역홀딩스,27400.0,72000.0,52770.880913539964,9338.526320335706,40550.0,1.3013780743166452,0.09532613321818695
42,078930,GS,30300.0,76700.0,51603.83360522023,9922.08367608071,38650.0,1.335157402463654,0.095851834730385
283,017940,E1,22400.0,74000.0,55156.76998368678,9702.233439870595,42500.0,1.297806352557336,0.0960279544319082
172,000815,삼성화재우,86100.0,206500.0,170965.98694942903,21957.04473731755,142500.0,1.1997613119258177,0.09741200174894055
295,005500,삼진제약,16650.0,58200.0,33365.008156606855,7406.966596603412,24200.0,1.378719345314333,0.1079786355253124
84,001450,현대해상,17700.0,49200.0,32855.13866231648,7700.745928694705,23550.0,1.3951226608202327,0.11345777174088129
562,005800,신영와코루,64300.0,189000.0,130633.4693877551,28282.238065542097,96500.0,1.3537147086814,0.11373780561326291
475,004150,한솔홀딩스,2414.861847141359,9075.360981639535,5481.137719681366,1521.210142258054,3655.0,1.4996272830865571,0.11498218194354942
67,002380,KCC,107000.0,525659.3987084412,348632.7548227332,120437.70722162181,204500.0,1.70480564705493,0.11570374007843759
327,029530,신도리코,19500.0,73100.0,45821.044045677,12984.324522948511,30300.0,1.5122456780751485,0.11597167118006352
239,002270,롯데푸드,211500.0,1128825.561239365,620649.2240194625,214755.31305925865,368500.0,1.6842584098221505,0.12017281433162547
491,005810,풍산홀딩스,15543.0869247866,45236.7808319455,30573.907305039702,7098.724249918857,22250.0,1.3741081934849304,0.12047972841915616
381,002795,아모레G우,16100.0,85600.0,43541.63947797716,18743.24742199608,21700.0,2.00652716488374,0.12194735114501776
342,053210,스카이라이프,4760.0,18500.0,12421.504893964111,3284.712809919537,8640.0,1.4376741775421424,0.12481599801545645
519,015360,예스코홀딩스,26300.0,42800.0,37720.95639943741,3285.715509284921,33950.0,1.111073826198451,0.12554994157638538
414,033920,무학,3660.0,35544.0350877193,15314.78814286941,7353.281693150292,6900.0,2.219534513459335,0.1262375596149783
396,096760,JW홀딩스,3592.47117473804,15198.91349918533,7062.853276279029,1814.5871512029537,5020.0,1.4069428837209221,0.13012613484601965
362,023160,태광,5670.0,15200.0,9865.032626427406,2079.8060837187254,7530.0,1.3100972943462692,0.1307789570356408
369,101060,SBS미디어홀딩스,1575.0,3500.0,2466.146003262643,482.87080696255197,1930.0,1.2777958566127683,0.13342839823400943
582,090470,제이스텍,5230.0,28450.0,12878.083197389886,5246.128632524265,7120.0,1.8087195501952087,0.13619241061029458
261,006840,AK홀딩스,12000.0,86900.0,50574.021207177815,19681.987208352566,29000.0,1.7439317657647522,0.1365108930399599
559,078000,텔코웨어,10450.0,20300.0,13058.972267536705,1493.2450090957834,11450.0,1.1405215954180528,0.14062836022916592
224,213500,한솔제지,8410.0,21750.0,16029.299375276034,2127.2711426047476,13750.0,1.1657672272928026,0.14197990413666856
68,036460,한국가스공사,16600.0,64500.0,42327.610114192496,9659.00649378851,32050.0,1.3206742625333072,0.14365433198028282
249,005610,SPC삼립,40650.0,223500.0,118041.43932267168,42937.05398151925,72400.0,1.6304066204788905,0.1438944033172624
196,000670,영풍,384000.0,1328000.0,814267.9445350734,231206.37345607582,573000.0,1.4210609852270042,0.1483542922707276
347,052330,코텍,6900.0,18300.0,12997.903752039152,2491.24316358651,10400.0,1.2497984376960722,0.1485171761850841
584,378850,화승알앤에이,3908.964156022261,15516.888149775323,8605.709352772457,2502.8061884250346,6000.0,1.434284892128743,0.14891106264965398
92,051600,한전KPS,24750.0,77300.0,41422.47145187602,12815.574020650662,28100.0,1.474109304337225,0.14927375624441674
588,005870,휴니드,3800.0,17275.716269782937,9518.316785224992,2784.3924912861535,6630.0,1.4356435573491693,0.14979247325332062
187,093050,LF,8940.0,36300.0,22199.94290375204,5789.55073481726,16200.0,1.3703668459106197,0.15002177985347903
329,004690,삼천리,56000.0,125500.0,96427.48776508973,14736.954623024212,81200.0,1.187530637501105,0.15073505641371066
119,057050,현대홈쇼핑,45050.0,147500.0,102296.8189233279,21985.876962060393,79800.0,1.2819150241018533,0.15309729790096266
279,072710,농심홀딩스,63300.0,163000.0,96738.17292006525,21888.107170703377,74500.0,1.2984989653700034,0.15481625933974213
111,170900,동아에스티,66200.0,171213.27370347333,98661.79194736588,14868.538588277726,83600.0,1.1801649754469603,0.15553068509734513
182,049770,동원F&B,131500.0,345000.0,231088.9070146819,39716.364890439436,191000.0,1.2098895655218949,0.15639619738214938
74,001040,CJ,53100.0,240748.07209432582,138137.47423695002,46560.69396616,91200.0,1.5146652876858555,0.1567050915197843
564,011560,세보엠이씨,3350.0,17300.0,8933.894779771616,2756.954934739589,6160.0,1.4503075941187689,0.15717305565126538
56,005830,DB손해보험,23800.0,74700.0,56077.68292682927,11507.182107095638,44500.0,1.2601726500411072,0.15717731809351249
402,119610,인터로조,16710.35197754754,45173.246616535944,29393.809580461344,6971.250095921413,22400.0,1.3122236419848814,0.15787348562260306
394,013030,하이록코리아,6800.0,32900.0,19752.814029363784,4717.471494271506,15050.0,1.3124793374992547,0.15940823935336057
578,093190,빅솔론,3504.4614025590336,8058.670698774176,5985.713350643237,990.0463806585356,5000.0,1.1971426701286474,0.15971657871453626
16,015760,한국전력,16250.0,63000.0,34586.94942903752,11844.546878967247,22800.0,1.5169714661858562,0.15983476571392924
139,009410,태영건설,9330.0,42423.605812145055,19602.380014787315,7210.599682704439,12500.0,1.5681904011829852,0.1623141020606178
448,037710,광주신세계,119000.0,271000.0,203949.4290375204,41419.608533909486,163500.0,1.2473971194955376,0.16438935301594926
100,114090,GKL,10900.0,34000.0,21634.42088091354,4791.564223211834,17000.0,1.2726129929949141,0.1667209898646575
76,023530,롯데쇼핑,58300.0,357335.49716132786,188475.40293862435,69776.89333492315,121000.0,1.5576479581704492,0.16676790781302797
576,002450,삼익악기,982.0,3302.474604227738,1994.6014107817261,418.56841005618975,1590.0,1.254466296089136,0.16686414043458225
79,002790,아모레G,43550.0,168855.60668450358,99301.44470631272,38515.55587962565,62500.0,1.5888231153010035,0.16966356120691578
256,034830,한국토지신탁,1460.0,4020.0,2652.463295269168,594.2742175043761,2085.0,1.2721646500091934,0.16981803056919392
609,078935,GS우,24450.0,46900.0,35934.33931484503,4175.793637371739,31950.0,1.1247054558636942,0.17000350745093618
160,002350,넥센타이어,3890.0,15202.588111954148,10296.931148454247,2947.069634750904,7500.0,1.372924153127233,0.17129632193149275
398,044820,코스맥스비티아이,8720.0,69400.0,27794.853181076673,12581.46206174305,16000.0,1.737178323817292,0.17425617773338886
131,007310,오뚜기,426111.3709466362,893730.1146166062,662702.069975894,92593.19468871847,576000.0,1.1505244270414825,0.17453974652043996
350,001520,동양,764.0,3645.0,2000.1174551386623,689.9667966494786,1360.0,1.4706745993666634,0.1767683472457669
453,000480,조선내화,68100.0,110000.0,84054.1598694943,5563.665198092144,79000.0,1.0639767072087885,0.18182746335883443
615,000590,CS홀딩스,35350.0,101000.0,69774.14355628059,12181.093927308226,58800.0,1.1866350944945678,0.1838164668570375
108,004990,롯데지주,20350.0,71273.44888801355,42974.6405541412,11411.424727806902,32700.0,1.3142091912581408,0.18395851842017708
484,267290,경동도시가스,12300.0,39926.248285529444,24968.556002762332,6355.955532290216,19250.0,1.297067844299342,0.18413565652192304
105,005440,현대그린푸드,5020.0,20050.0,13453.352365415987,3506.165429322763,10300.0,1.3061507150889309,0.18422686779073216
473,010955,S-Oil우,26300.0,108500.0,65120.47308319739,22187.213473872587,45200.0,1.44071843104419,0.18463656551903967
39,010130,고려아연,293500.0,559000.0,442112.5611745514,45081.20533815786,402500.0,1.098416301054786,0.189783747550407
277,090435,아모레퍼시픽우,52400.0,261000.0,132411.5823817292,57163.20006130803,82200.0,1.6108465009942727,0.18986605902163417
255,001060,JW중외제약,18841.71039399114,81705.81813512265,37059.98038979269,8157.254332315966,29950.0,1.2373950046675355,0.19170938447915997
118,003690,코리안리,5600.0,14100.0,9992.194127243067,1885.2492062405938,8350.0,1.196669955358451,0.19185650398367898
502,041830,인바디,13500.0,50600.0,27277.977161500814,8935.200984839568,19500.0,1.3988706236667083,0.1920171339137785
247,031440,신세계푸드,38700.0,177500.0,107724.63295269168,38237.45680515887,74500.0,1.4459682275529084,0.19245015133133142
37,267250,현대중공업지주,165457.6491410609,454106.50745568424,321299.99668032926,62230.17533073019,268000.0,1.1988805846280943,0.1958612960650128
495,036190,금화피에스시,19800.0,44700.0,33357.01468189233,4971.570989235571,29100.0,1.146289164326197,0.19592380340575571
557,016090,대현,1275.0,4412.44297440671,2687.3597444228594,657.1834022899897,2125.0,1.2646398797284044,0.19607854169892275
267,018250,애경산업,18800.0,77434.12204535906,37182.76717476523,14733.900898351741,24650.0,1.5084286886314493,0.19749370022866447
351,115160,휴맥스,1853.9162027759426,12400.639489679083,6719.729368897812,2790.510719656528,4370.0,1.5376955077569363,0.19988200750928536
550,067280,멀티캠퍼스,22100.0,55700.0,37650.938009787926,6406.01448393609,32300.0,1.1656637154733105,0.20177466742506683
200,006060,화승인더,5660.0,13400.0,8925.032626427406,1579.411269466671,7620.0,1.1712641242030717,0.20432323362700294
379,111110,호전실업,7680.0,25200.0,13570.394088669951,3971.5728583020245,10300.0,1.3175139891912573,0.2051258966871214
259,122900,아이마켓코리아,6505.077860912912,20751.73598605276,10945.000516692493,2436.3235672779288,8950.0,1.2229050856639656,0.20643401341241008
319,002240,고려제강,9913.04347826087,35843.47826086957,23115.41953330023,6823.911000993765,17550.0,1.3171179221253693,0.20737127767083086
59,035250,강원랜드,16250.0,44600.0,31095.43230016313,5890.664660247994,26300.0,1.182335828903541,0.20780150550906673
541,095570,AJ네트웍스,1970.0,8520.0,5535.041220115417,1427.5698551625442,4375.0,1.2651522788835239,0.20822412641366567
339,084850,아이티엠반도체,24333.46382257304,71176.94538137123,53065.16100615813,9623.941440042629,45350.0,1.170124829242737,0.2113738646926016
66,138930,BNK금융지주,3650.0,11550.0,7944.620717781403,1770.5592794792312,6550.0,1.2129191935544126,0.21544417008111877
140,088350,한화생명,895.0,8090.0,4548.47634584013,2055.52107814669,2970.0,1.531473517117889,0.2212672706359476
36,032640,LG유플러스,9430.0,18300.0,13395.10603588907,1775.709444014853,12050.0,1.1116270569202549,0.2243741488916257
112,282330,BGF리테일,109000.0,399903.4528132703,206967.57913554469,59249.61464372621,162500.0,1.2736466408341212,0.22647303526091234
452,282690,동아타이어,9050.0,50190.721483956724,22580.087930796104,15318.339288938598,11200.0,2.0160792795353664,0.22876926159053923
242,002030,아세아,67500.0,171000.0,107573.73572593801,17828.508110930954,94400.0,1.139552285232394,0.22997958502176508
284,051500,CJ프레시웨이,11700.0,59300.0,31591.517128874388,9794.06074829736,24450.0,1.2920865901380119,0.23294940651343765
272,145990,삼양사,23246.579286909742,117729.45733284763,74002.06447520979,22682.12828256501,57700.0,1.2825314467107416,0.23615720118566408
409,237880,클리오,10450.385132747024,42343.60288142011,24564.4703925283,8577.786011766571,18450.0,1.3314076093511273,0.23797666321847327
32,010950,S-Oil,48500.0,137500.0,92614.7634584013,20154.062998109275,78700.0,1.176807667832291,0.24496512508271856
204,028150,GS홈쇼핑,88600.0,245200.0,173535.56280587276,33413.91167520039,150500.0,1.153060217979221,0.2452856778327865
31,032830,삼성생명,31900.0,137500.0,91662.3572593801,23910.74671351725,75200.0,1.218914325257714,0.2455715106694994
177,060980,한라홀딩스,24450.0,80978.37805706036,50195.03207112836,13543.548539181524,40900.0,1.2272623978270991,0.24625977009717903
245,034310,NICE,13200.0,23000.0,18631.647634584013,2023.5656692526866,17250.0,1.0800955150483487,0.24737333023178232
555,009440,KC그린홀딩스,2320.0,8940.0,5408.809135399673,1493.017123714337,4390.0,1.232074973895142,0.24749847922083706
488,148150,세경하이테크,14081.738532898127,39550.0,24968.82649113795,5384.67454999503,21300.0,1.1722453751707957,0.24782629000477208
625,085810,알티캐스트,500.39863277442913,4399.026786628937,2486.1087212523307,894.1185517960954,1880.0,1.3223982559852823,0.2489226011476035
258,003520,영진약품,3360.24945682505,16995.481356774097,7729.989839809725,2199.106805156923,6240.0,1.2387804230464303,0.24903068838463216
103,004800,효성,26482.52080522898,293325.64884717285,139606.69046240044,83342.29299773255,84000.0,1.6619844102666719,0.25231946527765925
93,214320,이노션,43250.0,88800.0,64974.26590538336,8122.128281922917,59600.0,1.0901722467346202,0.254087528579763
211,071840,롯데하이마트,11250.0,80700.0,48751.8352365416,16779.33637788511,37750.0,1.291439344014347,0.2560157877728506
591,005010,휴스틸,4200.0,22439.53195022402,11712.878417640539,2883.3442230319683,9830.0,1.1915440913164332,0.25687203085041865
263,280360,롯데제과,90500.0,581255.741838077,221247.43208404185,146002.70249412386,126000.0,1.7559320006669987,0.25708203143199626
373,138250,엔에스쇼핑,4770.0,19250.0,13439.341021416803,2866.969823872439,11600.0,1.158563881156621,0.26057856539771257
386,036580,팜스코,2565.0,15550.0,9338.083197389886,3451.087382085077,7160.0,1.304201563881269,0.26397791333883713
213,005180,빙그레,36000.0,79200.0,63232.3409461664,6233.8781575231715,59300.0,1.0663126635103946,0.26408509549845505
38,024110,기업은행,4586.537066347698,13039.258612666787,9918.610637167132,1620.6236887928687,8900.0,1.1144506333895654,0.2648283940899324
86,035760,CJ ENM,81500.0,266466.3368226608,168797.52767006244,43935.4243101988,141700.0,1.1912316702192127,0.26869715493887153
109,029780,삼성카드,23600.0,54300.0,36544.29037520391,4809.494439265701,33600.0,1.0876276897382118,0.2702083686059458
603,171120,라이온켐텍,5956.407508033419,17549.26689103217,10238.818901664008,3053.019514210378,8380.0,1.2218160980505977,0.2713132401866776
8,055550,신한지주,20731.727818332572,50853.03871516699,38609.00881725203,5817.881501834141,35100.0,1.0999717611752715,0.27320710646936164
63,128940,한미약품,211302.62975313872,626368.507955022,376127.0130077241,99709.24940738762,316500.0,1.1883949858063951,0.27491701586531947
361,306200,세아제강,28900.0,244332.40489369954,124338.82068819948,62975.02330838496,86800.0,1.4324748927211923,0.27555734504709706
598,001045,CJ우,27050.0,113000.0,64381.402936378465,18049.53515116165,53700.0,1.19890880700891,0.2769980492600189
170,079550,LIG넥스원,16100.0,108500.0,51466.10929853181,23860.309188364903,37400.0,1.3760991791051287,0.2777565333762744
246,267980,매일유업,56600.0,101500.0,76550.47274256276,8933.728449877957,71600.0,1.0691406807620498,0.28974395208495773
481,249420,일동제약,8838.351284707132,33437.02618147033,18396.42329888389,4250.679031892428,16050.0,1.1461945980613015,0.2904702701412105
310,00088K,한화3우B,8040.0,20750.0,15240.422794117647,2524.7928322774706,13850.0,1.1003915374814186,0.2909170407520115
413,000320,노루홀딩스,6330.0,23187.424990506843,13713.068541181461,3111.319917524017,12000.0,1.1427557117651217,0.2909566215905695
257,079430,현대리바트,5680.0,32530.639462365307,19667.91694652619,4769.121007351104,17050.0,1.1535435159252898,0.29152650346070236
129,005300,롯데칠성,72140.54448056032,285345.4164360756,152040.8006648305,53133.16156854546,123000.0,1.2361040704457764,0.29233833019214983
166,012630,HDC,6880.0,20800.0,12809.916703312583,3187.945343638327,11100.0,1.1540465498479804,0.2958515973585436
405,099190,아이센스,16700.0,39448.93296600088,26838.584943040118,4199.3929153146155,24600.0,1.09099938792846,0.2969913623952705
179,001800,오리온홀딩스,6987.471226548685,29499.3553319826,16826.341257445456,5211.729641188691,14050.0,1.1976043599605306,0.2971171208767218
430,006730,서부T&D,3594.8227177281274,13994.98566780811,8850.167934607774,1916.1140948687164,7840.0,1.1288479508428284,0.2990286980839255
202,001430,세아베스틸,5360.0,36550.0,20649.26590538336,7319.7933248014615,16900.0,1.22185005357298,0.30425228231068835
518,041650,상신브레이크,2050.0,8540.0,5289.76753670473,1869.5940536674104,4340.0,1.2188404462453295,0.30572409135684503
205,003240,태광산업,496000.0,1749000.0,1085857.259380098,271707.66706734046,949000.0,1.14421207521612,0.30723855187683535
250,019210,와이지-원,3190.0,20276.251167706592,9149.98313458456,3482.932516114722,7430.0,1.2314916735645436,0.31071245594123353
594,007210,벽산,910.0,9100.0,3327.150897226754,1579.4788381198978,2560.0,1.2996683192292007,0.31359038504539444
306,025860,남해화학,4510.0,21850.0,9999.898042414356,2464.6314808780116,8810.0,1.1350622068574752,0.3146226262291831
150,041510,에스엠,16696.154781104156,55050.240530849995,33459.36295936829,7712.772776886141,29750.0,1.1246844692224636,0.31528039981343026
125,161890,한국콜마,31400.0,97749.15480757548,63429.59981467035,14487.285624758306,56500.0,1.1226477843304488,0.31621021607604993
363,002810,삼영무역,10058.540117186662,21712.42752456984,15364.600771985863,1734.2869131317188,14550.0,1.0559863073529803,0.3192834048593278
498,039830,오로라,6200.0,14450.0,10620.073409461664,1355.673036672838,10000.0,1.0620073409461663,0.323694813676765
91,004370,농심,214000.0,417500.0,303342.5774877651,44579.2952531722,283000.0,1.0718818992500534,0.3240787043484626
513,054050,농우바이오,6530.0,24263.654902657494,13868.70367810468,3331.9118492914167,12350.0,1.1229719577412698,0.324264931741461
463,067830,세이브존I&C,1745.0,6040.0,4082.4755301794453,1067.5155829349296,3600.0,1.1340209806054016,0.3256484987948548
326,092730,네오팜,20200.0,57090.90700409059,36705.093307440315,9553.002535368823,32400.0,1.1328732502296393,0.32611967776241557
94,000880,한화,12050.0,52000.0,32778.34420880913,8060.893379300088,29150.0,1.1244714994445673,0.32631308162257144
507,092200,디아이씨,989.0,6668.154850336612,3797.9509449979505,1564.5685908079604,3100.0,1.2251454661283712,0.32776322277334924
486,000860,강남제비스코,11650.0,43350.0,28399.877650897226,8288.330251164309,24750.0,1.1474698040766556,0.32983694858996404
474,042000,카페24,10264.400270500251,96917.96682225334,41417.988045466365,19121.84235855072,33000.0,1.2550905468323141,0.32988565724572094
49,005940,NH투자증권,6310.0,17050.0,12150.10603588907,2070.8465559125734,11250.0,1.0800094254123618,0.33190604304420673
407,054950,제이브이엠,12250.0,66200.0,41282.38172920065,10479.396673915246,36800.0,1.1218038513369741,0.3344228317969702
483,004250,NPC,2650.0,7670.0,4875.819738988581,1370.5607525604378,4290.0,1.136554717712956,0.33453282608420754
410,036560,영풍정밀,4755.0,10250.0,8361.056280587276,786.7794634945986,8030.0,1.0412274322026496,0.3369600880039355
387,003200,일신방직,41400.0,152500.0,99929.89396411093,23893.65523990503,90000.0,1.1103321551567882,0.3388560980863594
82,047810,한국항공우주,16350.0,86400.0,44059.50040950041,16478.125708992276,37300.0,1.1812198501206546,0.3408257645934598
619,258830,세종메디칼,4480.0,33700.0,11919.452449567723,4147.802568827541,10250.0,1.1628734097139242,0.34366142218840634
147,008930,한미사이언스,19174.28752318322,137704.66827302516,69399.76285166817,26808.078002380113,59000.0,1.1762671669774267,0.34903246684473593
587,108675,LG하우시스우,12800.0,85800.0,42882.204081632655,16571.94855163948,36550.0,1.173247717691728,0.35119219635109655
228,007570,일양약품,18950.0,97600.0,40146.77255537695,15317.430392834587,34300.0,1.170459841264634,0.3513393015283067
169,079160,CJ CGV,8530.842705128205,73250.69884615384,33663.351421822066,14115.54806814488,28300.0,1.1895177180855854,0.3519873493301592
203,052690,한전기술,12950.0,38800.0,22270.43230016313,4969.790425580188,20400.0,1.091687857851134,0.3533244917485061
384,102260,동성코퍼레이션,2350.0847532330818,7788.85232500107,5752.069505320667,989.6632407179206,5400.0,1.0651980565408643,0.36101510640125595
173,115390,락앤락,6726.348153826435,32165.1758940853,16203.995265488056,4728.6627149873775,14550.0,1.1136766505490072,0.3632516175107663
432,011760,현대상사,7060.0,49800.0,21319.445350734095,5816.377722823892,19300.0,1.1046344741313003,0.36422059965052156
33,316140,우리금융지주,6560.0,15067.30697239295,10602.301778009276,1915.1905726554196,9940.0,1.0666299575462048,0.36474084629972253
459,002990,금호산업,4288.760375219428,15836.9362479433,10030.970525381663,1942.0933289178422,9370.0,1.0705411446511914,0.36680054304521814
78,069960,현대백화점,53000.0,147500.0,93135.88907014682,20445.80813044249,86200.0,1.0804627502337218,0.3672171748510721
141,000640,동아쏘시오홀딩스,69008.33070959781,172262.71309525086,116613.7270202909,21055.57526808014,109500.0,1.0649655435643004,0.3677363082064619
393,016450,한세예스24홀딩스,3150.0,24150.0,9053.731647634584,3238.236677224835,7960.0,1.1374034733209277,0.36777379333738347
612,012320,경동인베스트,18000.0,71400.0,38793.4029877864,8657.528314103352,36000.0,1.0775945274385113,0.3734779095389482
378,078150,HB테크놀러지,1635.0,5994.828472503744,3319.4185859016848,929.5636663827001,3020.0,1.0991452271197633,0.3736859717379514
548,214180,민앤지,7765.947802042245,27691.450029913103,17857.283001218842,3518.430669653584,16750.0,1.0661064478339608,0.3764911752358597
297,123890,한국자산신탁,1274.378256189062,7843.3427313636075,4498.2776802533035,1412.8450079652207,4055.0,1.1093163206543288,0.3768561172958752
98,007070,GS리테일,25950.0,59100.0,40851.54975530179,6776.326863394593,38750.0,1.0542335420723044,0.3782306286432964
531,102460,이연제약,6742.162161105758,26975.85180912507,18677.646383696258,3897.8673017068536,17500.0,1.0672940790683576,0.3812780722230885
149,009240,한샘,46850.0,235500.0,124355.46492659053,53228.694489429035,108500.0,1.1461333172957653,0.3828995173090032
451,063080,게임빌,13700.0,97610.27597073746,50818.21009656692,17815.245565792986,45750.0,1.1107805485588398,0.3880185044329299
330,024720,한국콜마홀딩스,13181.385038983472,54367.01932133441,31218.85840495521,8624.119331632939,28850.0,1.0821094767748773,0.39178170353491093
499,003480,한진중공업홀딩스,2150.0,6390.0,4086.941272430669,990.265818682185,3815.0,1.0712821159713417,0.3918062436787244
162,139130,DGB금융지주,3420.0,13150.0,8750.161491331584,2070.065124671875,8200.0,1.0670928647965348,0.39520812185067955
96,009420,한올바이오파마,10950.0,41600.0,24886.351678155555,8480.78193466938,22650.0,1.0987351734285014,0.3960069343012884
359,004380,삼익THK,7590.0,27900.0,13657.47145187602,3964.6184325242284,12650.0,1.0796420120060095,0.399703120047025
57,004020,현대제철,13150.0,68700.0,45498.817292006526,12540.486134022514,42450.0,1.0718213731921442,0.40395701276959867
418,023410,유진기업,2700.0,10840.981651569457,5337.513419375109,1110.1557382989072,5070.0,1.0527639880424278,0.4047894663658593
546,092230,KPX홀딩스,35800.0,107000.0,59653.22185970636,8165.712274999961,57800.0,1.032062661932636,0.4102306701181135
55,028050,삼성엔지니어링,7070.0,20200.0,13954.942903752039,2931.1814496231564,13300.0,1.0492438273497773,0.41159657490254475
120,001740,SK네트웍스,4015.0,8120.0,5784.045676998368,880.3097012738225,5590.0,1.0347130012519443,0.412768579744727
340,027410,BGF,2720.0,13799.701341324742,6650.658190653229,2379.4444724685795,6160.0,1.0796523036774723,0.41831459623158507
130,181710,NHN,54900.0,95900.0,72678.28810020877,8149.717529340389,71000.0,1.0236378605663206,0.4184219918512939
13,028260,삼성물산,75617.362783359,171534.68873003588,122037.6746084859,17603.379263243572,118500.0,1.0298537941644381,0.4203627155343548
43,139480,이마트,97900.0,317500.0,181625.7748776509,50888.7695041251,172000.0,1.055963807428203,0.4249863633427154
289,085620,미래에셋생명,2175.0,6090.0,4296.577351107622,654.792251191644,4175.0,1.0291203236185922,0.42635053595097155
293,234080,JW생명과학,10700.0,31150.0,20506.510658016683,3918.7714115877907,19800.0,1.0356823564654891,0.4284629176699606
526,005430,한국공항,20750.0,58900.0,41473.40946166395,5859.616421829998,40450.0,1.0253006047382929,0.4306754881629816
134,001680,대상,13200.0,33321.04329900478,25470.451972095285,2695.7270680245583,25000.0,1.0188180788838115,0.4307293276659045
371,013570,디와이,2310.0,8020.0,5845.831973898858,1095.6313812505175,5660.0,1.0328325042224131,0.432657734192056
